VoiceClip_No,TextTranscript,label,processed_content
Voice186,worst servic ever return complain slow internet speed moreov transpar data charg peo connect also worst cabl servic provid ever,Agg,worst servic ever return complain slow internet speed moreov transpar data charg peo connect also worst cabl servic provid ever
Voice187,worst custom servic ever never answer call trash,Agg,worst custom servic ever never answer call trash
Voice191,disappoint request fiber connect past year even though locat colombo slt could fulfil request,Agg,disappoint request fiber connect past year even though locat colombo slt could fulfil request
Voice192,poor custom servic sltmobitel ineffect telecommun custom servic ever experienc,Agg,poor custom servic sltmobitel ineffect telecommun custom servic ever experienc
Voice193,unfortun one sri lanka telecom answer custom phone call branch also head offic disappoint,Agg,unfortun one sri lanka telecom answer custom phone call branch also head offic disappoint
Voice194,worst custom servic peopl dont respond complaint tech support file complaint issu last month still fix given respons,Agg,worst custom servic peopl dont respond complaint tech support file complaint issu last month still fix given respons
Voice195,chang hous mirihana 23rd apr request telecom reconnect phone line kalapura templer road put moment inform take max 2week 6th week noth happen phone wifi children miss onlin lesson etc wrong telecom,Agg,chang hous mirihana 23rd apr request telecom reconnect phone line kalapura templer road put moment inform take max 2week 6th week noth happen phone wifi children miss onlin lesson etc wrong telecom
Voice196,one useless compani sri instal fiber optic facil hous sinc telephon wifi inform given call sad note far connect given,Agg,one useless compani sri instal fiber optic facil hous sinc telephon wifi inform given call sad note far connect given
Voice197,slt use best servic provid telecommun rob peopl unwant subscript fee,Agg,slt use best servic provid telecommun rob peopl unwant subscript fee
Voice198,contact 1212 useless servic autom chat servic horribl,Agg,contact 1212 useless servic autom chat servic horribl
Voice200,worst custom servic ever peopl work call center lazi careless absolut ignor unprofession staff useless region manag,Agg,worst custom servic ever peopl work call center lazi careless absolut ignor unprofession staff useless region manag
Voice205,absolut worst servic encount anywher slt take money give headach,Agg,absolut worst servic encount anywher slt take money give headach
Voice206,order new connect maradana branch day sinc promis deliveri date work time answer phone call rude unprofession useless custom care servic,Agg,order new connect maradana branch day sinc promis deliveri date work time answer phone call rude unprofession useless custom care servic
Voice207,one respond appropri take action complaint fault,Agg,one respond appropri take action complaint fault
Voice209,gampha branch offic never pick call person still resolv problem,Agg,gampha branch offic never pick call person still resolv problem
Voice210,charg internet peo sudden never agre neither router neither see connect,Agg,charg internet peo sudden never agre neither router neither see connect
Voice211,worst servic custom care unit even listen complaint wast time,Agg,worst servic custom care unit even listen complaint wast time
Voice213,worst experi ever sinc day wifi work realli disappoint said repair go day still action taken frustrat bad servic,Agg,worst experi ever sinc day wifi work realli disappoint said repair go day still action taken frustrat bad servic
Voice214,extrem slow internet servic terribl custom toward custom coupl poor technic support,Agg,extrem slow internet servic terribl custom toward custom coupl poor technic support
Voice215,tri contact 1212 last one week isnt place privatis pay bill servic even call complaint made,Agg,tri contact 1212 last one week isnt place privatis pay bill servic even call complaint made
Voice217,worst custom servic provid agent call contact number agent kott branch given maharagama branch make compliant sinc respons refund request made 21st novemb 2023 today 8th januari 2024 inform made request refund still sort,Agg,worst custom servic provid agent call contact number agent kott branch given maharagama branch make compliant sinc respons refund request made 21st novemb 2023 today 8th januari 2024 inform made request refund still sort
Voice218,new fibr line connect number paid tri sever time contact agent fail busi suffer due worst servic provid slt,Agg,new fibr line connect number paid tri sever time contact agent fail busi suffer due worst servic provid slt
Voice219,extrem disappoint servic instal staff excel assur fibr connect internet facil provid hour taken almost hour internet connect restor,Agg,extrem disappoint servic instal staff excel assur fibr connect internet facil provid hour taken almost hour internet connect restor
Voice220,call express utter frustrat disappoint qualiti internet servic despit pay servic time experienc yet anoth interrupt wifi connect second time today internet gone happen five time week alon,Agg,call express utter frustrat disappoint qualiti internet servic despit pay servic time experienc yet anoth interrupt wifi connect second time today internet gone happen five time week alon
Voice221,disappoint say respons phone respons offic file complaint ask 1212 even provid proper detail,Agg,disappoint say respons phone respons offic file complaint ask 1212 even provid proper detail
Voice222,disappoint say servic poor expect pleas note time internet connect bad slow take step ensur consum enjoy flawless internet servic,Agg,disappoint say servic poor expect pleas note time internet connect bad slow take step ensur consum enjoy flawless internet servic
Voice227,staff enough provid good servic problem due system issu take long time get even simpl thing done,Agg,staff enough provid good servic problem due system issu take long time get even simpl thing done
Voice228,custom care good technic support take month suck servic good though,Agg,custom care good technic support take month suck servic good though
Voice229,worst custom servic day internet phone call ask supervisor say busi call back final got hold supervisor said leav,Agg,worst custom servic day internet phone call ask supervisor say busi call back final got hold supervisor said leav
Voice230,effici inform remov internet connect call sever time get remov,Agg,effici inform remov internet connect call sever time get remov
Voice231,worst servic world care web site custom servic say access know anyth call point custom servic access account,Agg,worst servic world care web site custom servic say access know anyth call point custom servic access account
Voice234,never answer phone call none number work ask custom servic number say neither anoth way contact regret get slt connect,Agg,never answer phone call none number work ask custom servic number say neither anoth way contact regret get slt connect
Voice235,servic agent rude provid solut inquiri,Agg,servic agent rude provid solut inquiri
Voice236,onlin servic 1212 realli dissapoint call answer call hotlin twice today wait onlin close minut call bodi answer call hotlin even onlin messeng servic never answer,Agg,onlin servic 1212 realli dissapoint call answer call hotlin twice today wait onlin close minut call bodi answer call hotlin even onlin messeng servic never answer
Voice239,phone number alway busi work hardli respond email poor servic go perman disconnect land line peo internet move loyal servic provid,Agg,phone number alway busi work hardli respond email poor servic go perman disconnect land line peo internet move loyal servic provid
Voice241,worst custom servic respond ever one answer phone email worst worst,Agg,worst custom servic respond ever one answer phone email worst worst
Voice242,phone answer wait line transfer sinc februari still wait connect requir person,Agg,phone answer wait line transfer sinc februari still wait connect requir person
Voice247,hard cancel work day respond quickli complaint cancel chang dialog still keep send statement say cancel till certain time,Agg,hard cancel work day respond quickli complaint cancel chang dialog still keep send statement say cancel till certain time
Voice248,poor servic seek custom money whenev connect internet say internet complain time action taken disgust,Agg,poor servic seek custom money whenev connect internet say internet complain time action taken disgust
Voice250,worst custom servic ever experienc call time visit time still use time said someon come home fix singl person came call,Agg,worst custom servic ever experienc call time visit time still use time said someon come home fix singl person came call
Voice251,call provid number say wrong number updat contact detail,Agg,call provid number say wrong number updat contact detail
Voice252,call custom servic 2nd decemb 2020 number mention internet gentleman answer phone rude help clarifi issu bad custom servic,Agg,call custom servic 2nd decemb 2020 number mention internet gentleman answer phone rude help clarifi issu bad custom servic
Voice253,useless custom servic last day keep tri 1212 number one answer call,Agg,useless custom servic last day keep tri 1212 number one answer call
Voice254,worst custom servic ever sinc three month could even sort simpl technic issu account profession averag,Agg,worst custom servic ever sinc three month could even sort simpl technic issu account profession averag
Voice255,wors custom servic ever learn treat custom pregnant time came repres letter husband also unabl come day custom servic agent harass lot,Agg,wors custom servic ever learn treat custom pregnant time came repres letter husband also unabl come day custom servic agent harass lot
Voice256,poor custom quick servic tele compani talk technolog alway,Agg,poor custom quick servic tele compani talk technolog alway
Voice257,terribl servic imposs contact via phone constantli keep reject call get connect easi disconnect servic forc pay bill servic longer requir,Agg,terribl servic imposs contact via phone constantli keep reject call get connect easi disconnect servic forc pay bill servic longer requir
Voice258,worst servic ever worst custom care servic never tri resolv problem alway pass ball anoth,Agg,worst servic ever worst custom care servic never tri resolv problem alway pass ball anoth
Voice259,worst custom servic ever call sever time fix internet connect never answer call improv custom servic,Agg,worst custom servic ever call sever time fix internet connect never answer call improv custom servic
Voice260,ever seen appli conect one month still slt provid connect homagama slt phone also answer,Agg,ever seen appli conect one month still slt provid connect homagama slt phone also answer
Voice261,poor servic telephon contact technic offic,Agg,poor servic telephon contact technic offic
Voice262,take forev get done simplest task employe respect duti client time,Agg,take forev get done simplest task employe respect duti client time
Voice263,week sinc mother request detail bill landlin,Agg,week sinc mother request detail bill landlin
Voice264,realli disappoint servic nearli 2month request fiber connect still pend,Agg,realli disappoint servic nearli 2month request fiber connect still pend
Voice267,paid 6000 peo router connect telephon line compani provid connect,Agg,paid 6000 peo router connect telephon line compani provid connect
Voice268,got custom care 1212 number call made complaint day ago respons,Agg,got custom care 1212 number call made complaint day ago respons
Voice270,even answer phone call either keep ring line busi especi lunch time bunch loser pathet custom support,Agg,even answer phone call either keep ring line busi especi lunch time bunch loser pathet custom support
Voice3,made complaint today get call guy technic issu work home need internet need get done urgent,Agg,made complaint today get call guy technic issu work home need internet need get done urgent
Voice4,call reactiv line request last three day still connect want rais complaint region offic,Agg,call reactiv line request last three day still connect want rais complaint region offic
Voice9,actual made complaint yellow color know cabl goe set box router got damag made complaint report one attend problem travel compani need attend extrem urgent realli dissappoint servic,Agg,actual made complaint yellow color know cabl goe set box router got damag made complaint report one attend problem travel compani need attend extrem urgent realli dissappoint servic
voice13,two number get physic get physic bill anymor prefer get physic bill rather get email peopl updat new technolog,Agg,two number get physic get physic bill anymor prefer get physic bill rather get email peopl updat new technolog
Voice18,sick garbag internet useless router light fix patienc incompet,Agg,sick garbag internet useless router light fix patienc incompet
Voice21,loss signal blink red light lo flash red look indoor happen hour ago storm paid yesterday blame better fix quickli,Agg,loss signal blink red light lo flash red look indoor happen hour ago storm paid yesterday blame better fix quickli
Voice22,hello made complaint regard pictur appear make complain yesterday night,Agg,hello made complaint regard pictur appear make complain yesterday night
Voice27,peopl get delay give respons offic wait wait till minut connect anyway far possibl tri conduct earli possibl realli good everybodi,Agg,peopl get delay give respons offic wait wait till minut connect anyway far possibl tri conduct earli possibl realli good everybodi
Voice28,wifi work without work use mobil data right lot meet attend need internet inform team come soon possibl,Agg,wifi work without work use mobil data right lot meet attend need internet inform team come soon possibl
Voice29,made complain regard fiber connction last week call past three day anyth problem,Agg,made complain regard fiber connction last week call past three day anyth problem
Voice35,fix fiber cabl hang electr line voic line mess pathet router cut within today els loos custom,Agg,fix fiber cabl hang electr line voic line mess pathet router cut within today els loos custom
Voice36,fed bill chao hard copi bill want lame text messag fix bill mess,Agg,fed bill chao hard copi bill want lame text messag fix bill mess
Voice37,want disconnect slt line caus call past day tell internet connect work none attend problem usless slt servic,Agg,want disconnect slt line caus call past day tell internet connect work none attend problem usless slt servic
Voice39,one agent realli rude want complain bloodi agent,Agg,one agent realli rude want complain bloodi agent
voice42,unbeliev phone servic still day lack urgenc appal fix switch provid care,Agg,unbeliev phone servic still day lack urgenc appal fix switch provid care
Voice43,tire excus internet mess support useless,Agg,tire excus internet mess support useless
Voice46,peopl incompet hold forev,Agg,peopl incompet hold forev
Voice48,last time call agent said technic support sent place within day nobodi guy terribl believ bad servic,Agg,last time call agent said technic support sent place within day nobodi guy terribl believ bad servic
Voice51,fed excus phone servic day lack urgenc unaccept fix immedi,Agg,fed excus phone servic day lack urgenc unaccept fix immedi
Voice56,agent good pass around problem get fix tire excus,Agg,agent good pass around problem get fix tire excus
